UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,diff,Type_H,Type_L,Type_M
3781,L50960,302.4,311.1,1446,42.9,5,False,False,False,False,False,False,0,False,True,False
3782,L50961,302.3,310.8,1465,43.8,7,False,False,False,False,False,False,0,False,True,False
3783,L50962,302.2,310.8,1827,23.8,9,False,False,False,False,False,False,0,False,True,False
3784,H33197,302.2,310.8,1397,47.6,11,False,False,False,False,False,False,0,True,False,False
3785,L50964,302.2,310.8,1744,29.7,16,False,False,False,False,False,False,0,False,True,False
3786,L50965,302.3,310.9,1545,36.7,18,False,False,False,False,False,False,0,False,True,False
3787,L50966,302.3,310.9,1587,36.6,20,False,False,False,False,False,False,0,False,True,False
3789,L50968,302.3,310.8,1511,48.1,24,False,False,False,False,False,False,0,False,True,False
3790,L50969,302.3,310.8,1650,32.4,26,False,False,False,False,False,False,0,False,True,False
3791,L50970,302.3,310.9,1412,48.9,28,False,False,False,False,False,False,0,False,True,False
3792,L50971,302.3,311.0,1528,43.1,30,False,False,False,False,False,False,0,False,True,False
3793,L50972,302.3,310.9,1459,35.0,32,False,False,False,False,False,False,0,False,True,False
3795,M18654,302.2,310.8,1356,48.3,36,False,False,False,False,False,False,0,False,False,True
3796,M18655,302.1,310.8,1409,41.3,39,False,False,False,False,False,False,0,False,False,True
3797,M18656,302.1,310.8,1504,37.5,42,False,False,False,False,False,False,0,False,False,True
3798,L50977,302.1,310.8,1622,36.8,45,False,False,False,False,False,False,0,False,True,False
3799,L50978,302.1,310.8,1786,25.7,47,False,False,False,False,False,False,0,False,True,False
3800,L50979,302.2,310.9,1506,34.0,49,False,False,False,False,False,False,0,False,True,False
3801,M18660,302.1,310.9,1916,23.1,51,False,False,False,False,False,False,0,False,False,True
3802,M18661,302.2,310.9,1771,27.6,54,False,False,False,False,False,False,0,False,False,True
3803,M18662,302.2,310.9,1488,44.2,57,False,False,False,False,False,False,0,False,False,True
3804,L50983,302.2,310.9,1531,37.5,60,False,False,False,False,False,False,0,False,True,False
3805,L50984,302.3,310.9,1529,33.4,62,False,False,False,False,False,False,0,False,True,False
3806,M18665,302.4,311.0,1580,36.5,64,False,False,False,False,False,False,0,False,False,True
3808,M18667,302.3,311.0,1546,35.5,70,False,False,False,False,False,False,0,False,False,True
3809,M18668,302.3,310.9,1762,24.5,73,False,False,False,False,False,False,0,False,False,True
3810,L50989,302.2,310.8,1350,56.6,76,False,False,False,False,False,False,0,False,True,False
3811,M18670,302.2,310.8,1562,38.1,78,False,False,False,False,False,False,0,False,False,True
3812,M18671,302.1,310.7,1608,30.3,81,False,False,False,False,False,False,0,False,False,True
3813,L50992,302.0,310.6,1392,50.0,84,False,False,False,False,False,False,0,False,True,False
3814,L50993,302.0,310.6,1467,44.9,86,False,False,False,False,False,False,0,False,True,False
3816,L50995,302.2,310.7,1769,24.9,91,False,False,False,False,False,False,0,False,True,False
3817,L50996,302.1,310.6,1459,47.6,93,False,False,False,False,False,False,0,False,True,False
3818,M18677,302.1,310.6,1421,52.0,95,False,False,False,False,False,False,0,False,False,True
3819,L50998,302.1,310.7,1491,42.8,98,False,False,False,False,False,False,0,False,True,False
3820,L50999,302.2,310.7,1567,36.4,100,False,False,False,False,False,False,0,False,True,False
3821,L51000,302.3,310.8,1421,41.4,102,False,False,False,False,False,False,0,False,True,False
3822,L51001,302.3,310.9,1596,33.5,104,False,False,False,False,False,False,0,False,True,False
3823,M18682,302.4,311.0,1464,44.2,106,False,False,False,False,False,False,0,False,False,True
3824,M18683,302.3,310.9,1581,36.1,109,False,False,False,False,False,False,0,False,False,True
3825,L51004,302.3,310.9,1620,30.3,112,False,False,False,False,False,False,0,False,True,False
3826,H33239,302.2,310.7,1413,48.9,114,False,False,False,False,False,False,0,True,False,False
3827,H33240,302.3,310.8,1438,43.8,119,False,False,False,False,False,False,0,True,False,False
3828,M18687,302.4,310.9,1469,41.6,124,False,False,False,False,False,False,0,False,False,True
3829,M18688,302.3,310.8,1762,27.8,127,False,False,False,False,False,False,0,False,False,True
3831,L51010,302.3,310.9,1891,22.7,135,False,False,False,False,False,False,0,False,True,False
3832,M18691,302.3,310.9,1742,29.7,137,False,False,False,False,False,False,0,False,False,True
3833,M18692,302.2,310.9,1465,43.5,140,False,False,False,False,False,False,0,False,False,True
3834,M18693,302.3,311.0,1541,36.6,143,False,False,False,False,False,False,0,False,False,True
3835,M18694,302.3,311.1,1295,57.1,146,False,False,False,False,False,False,0,False,False,True
3836,M18695,302.3,311.1,1435,43.1,149,False,False,False,False,False,False,0,False,False,True
3837,L51016,302.4,311.2,1466,43.9,152,False,False,False,False,False,False,0,False,True,False
3838,L51017,302.4,311.2,1450,47.9,154,False,False,False,False,False,False,0,False,True,False
3839,L51018,302.4,311.1,1880,24.5,156,False,False,False,False,False,False,0,False,True,False
3840,M18699,302.3,311.0,1578,33.5,158,False,False,False,False,False,False,0,False,False,True
3841,L51020,302.4,311.0,1610,33.1,161,False,False,False,False,False,False,0,False,True,False
3842,L51021,302.4,311.1,1565,42.8,163,False,False,False,False,False,False,0,False,True,False
3843,L51022,302.5,311.2,1545,40.1,165,False,False,False,False,False,False,0,False,True,False
3844,L51023,302.5,311.2,1227,60.1,167,False,False,False,False,False,False,0,False,True,False
3845,L51024,302.4,311.1,1484,45.9,169,False,False,False,False,False,False,0,False,True,False
3846,L51025,302.3,311.0,1591,32.7,171,False,False,False,False,False,False,0,False,True,False
3847,L51026,302.3,310.9,1403,47.2,173,False,False,False,False,False,False,0,False,True,False
3848,M18707,302.3,311.0,1450,45.7,175,False,False,False,False,False,False,0,False,False,True
3849,L51028,302.3,310.9,1720,28.1,178,False,False,False,False,False,False,0,False,True,False
3850,L51029,302.3,311.0,1561,37.2,180,False,False,False,False,False,False,0,False,True,False
3851,M18710,302.3,311.0,1421,41.3,182,False,False,False,False,False,False,0,False,False,True
3852,H33265,302.2,310.9,1415,48.4,185,False,False,False,False,False,False,0,True,False,False
3853,L51032,302.3,310.9,2034,19.7,190,False,False,False,False,False,False,0,False,True,False
3854,L51033,302.4,311.0,1486,40.4,192,False,False,False,False,False,False,0,False,True,False
3856,H33269,302.4,311.1,1578,32.3,196,False,False,False,False,False,False,0,True,False,False
3857,M18716,302.4,311.2,1330,58.6,201,False,False,False,False,False,False,0,False,False,True
3858,H33271,302.4,311.2,1506,40.8,204,False,False,False,False,False,False,0,True,False,False
3859,L51038,302.5,311.4,1559,37.6,209,False,False,False,False,False,False,0,False,True,False
3860,L51039,302.6,311.5,1599,37.0,211,False,False,False,False,False,False,0,False,True,False
3861,L51040,302.6,311.5,1427,38.9,213,False,False,False,False,False,False,0,False,True,False
3862,M18721,302.5,311.5,1481,41.1,215,False,False,False,False,False,False,0,False,False,True
3863,H33276,302.5,311.5,1496,43.8,218,False,False,False,False,False,False,0,True,False,False
3864,L51043,302.5,311.4,1674,27.0,223,False,False,False,False,False,False,0,False,True,False
3865,M18724,302.5,311.4,1629,31.7,225,False,False,False,False,False,False,0,False,False,True
3867,L51046,302.6,311.6,1311,53.2,0,False,False,False,False,False,False,0,False,True,False
3869,M18728,302.7,311.7,1759,29.9,5,False,False,False,False,False,False,0,False,False,True
3870,L51049,302.7,311.7,1480,45.2,8,False,False,False,False,False,False,0,False,True,False
3871,L51050,302.7,311.8,1461,46.1,10,False,False,False,False,False,False,0,False,True,False
3872,M18731,302.7,311.8,1728,30.0,12,False,False,False,False,False,False,0,False,False,True
3873,L51052,302.7,311.9,1389,46.5,15,False,False,False,False,False,False,0,False,True,False
3874,L51053,302.6,311.8,1638,35.1,17,False,False,False,False,False,False,0,False,True,False
3875,L51054,302.6,311.7,1254,54.1,19,False,False,False,False,False,False,0,False,True,False
3876,L51055,302.6,311.8,1427,50.1,21,False,False,False,False,False,False,0,False,True,False
3877,L51056,302.6,311.8,1627,31.8,23,False,False,False,False,False,False,0,False,True,False
3878,H33291,302.6,311.7,1471,48.3,25,False,False,False,False,False,False,0,True,False,False
3879,L51058,302.6,311.7,1773,27.1,30,False,False,False,False,False,False,0,False,True,False
3880,M18739,302.6,311.7,1430,51.7,32,False,False,False,False,False,False,0,False,False,True
3881,L51060,302.5,311.6,1595,29.5,35,False,False,False,False,False,False,0,False,True,False
3882,L51061,302.5,311.5,1521,44.1,37,False,False,False,False,False,False,0,False,True,False
3883,L51062,302.5,311.6,1419,43.7,39,False,False,False,False,False,False,0,False,True,False
3884,M18743,302.4,311.4,1534,40.1,41,False,False,False,False,False,False,0,False,False,True
3885,H33298,302.5,311.5,1626,36.0,44,False,False,False,False,False,False,0,True,False,False
3886,L51065,302.5,311.5,1677,29.2,49,False,False,False,False,False,False,0,False,True,False
3887,L51066,302.4,311.3,1392,50.5,51,False,False,False,False,False,False,0,False,True,False
3888,L51067,302.4,311.2,1448,50.5,53,False,False,False,False,False,False,0,False,True,False
3889,L51068,302.3,311.2,1903,22.9,55,False,False,False,False,False,False,0,False,True,False
3890,L51069,302.4,311.2,1404,52.0,57,False,False,False,False,False,False,0,False,True,False
3891,L51070,302.3,311.2,1386,53.5,59,False,False,False,False,False,False,0,False,True,False
3892,L51071,302.2,311.1,1418,47.0,61,False,False,False,False,False,False,0,False,True,False
3893,M18752,302.3,311.1,1338,53.3,63,False,False,False,False,False,False,0,False,False,True
3894,L51073,302.3,311.2,1549,40.6,66,False,False,False,False,False,False,0,False,True,False
3895,M18754,302.3,311.2,1432,42.7,68,False,False,False,False,False,False,0,False,False,True
3896,M18755,302.3,311.2,1546,40.0,71,False,False,False,False,False,False,0,False,False,True
3897,M18756,302.2,311.2,1627,33.2,74,False,False,False,False,False,False,0,False,False,True
3898,M18757,302.2,311.1,1640,32.8,77,False,False,False,False,False,False,0,False,False,True
3899,M18758,302.1,311.1,1423,36.8,80,False,False,False,False,False,False,0,False,False,True
3900,M18759,302.1,311.0,1711,28.7,83,False,False,False,False,False,False,0,False,False,True
3901,M18760,302.1,311.1,1450,51.6,86,False,False,False,False,False,False,0,False,False,True
3902,H33315,302.2,311.1,1553,34.1,89,False,False,False,False,False,False,0,True,False,False
3903,L51082,302.2,311.1,1630,34.6,94,False,False,False,False,False,False,0,False,True,False
3904,H33317,302.2,311.1,1476,39.6,96,False,False,False,False,False,False,0,True,False,False
3905,H33318,302.2,311.1,1426,50.6,101,False,False,False,False,False,False,0,True,False,False
3906,M18765,302.2,311.2,1561,34.9,106,False,False,False,False,False,False,0,False,False,True
3907,L51086,302.3,311.2,1297,62.5,109,False,False,False,False,False,False,0,False,True,False
3908,M18767,302.3,311.2,1842,23.9,111,False,False,False,False,False,False,0,False,False,True
3909,L51088,302.3,311.2,1633,36.4,114,False,False,False,False,False,False,0,False,True,False
3910,H33323,302.3,311.3,1744,30.3,116,False,False,False,False,False,False,0,True,False,False
3911,L51090,302.4,311.4,1831,26.9,121,False,False,False,False,False,False,0,False,True,False
3912,M18771,302.3,311.3,1339,50.8,123,False,False,False,False,False,False,0,False,False,True
3913,L51092,302.4,311.4,1475,40.4,126,False,False,False,False,False,False,0,False,True,False
3914,M18773,302.4,311.4,1675,29.6,128,False,False,False,False,False,False,0,False,False,True
3915,L51094,302.5,311.5,1493,35.1,131,False,False,False,False,False,False,0,False,True,False
3916,L51095,302.5,311.5,1700,29.5,133,False,False,False,False,False,False,0,False,True,False
3917,L51096,302.6,311.6,1453,37.0,135,False,False,False,False,False,False,0,False,True,False
3918,L51097,302.6,311.7,1542,34.1,137,False,False,False,False,False,False,0,False,True,False
3919,M18778,302.5,311.5,1358,52.7,139,False,False,False,False,False,False,0,False,False,True
3920,H33333,302.5,311.5,1655,32.3,142,False,False,False,False,False,False,0,True,False,False
3921,L51100,302.6,311.5,1885,27.5,147,False,False,False,False,False,False,0,False,True,False
3922,L51101,302.7,311.5,1494,41.4,149,False,False,False,False,False,False,0,False,True,False
3923,M18782,302.6,311.4,1757,29.5,151,False,False,False,False,False,False,0,False,False,True
3924,M18783,302.6,311.4,1718,31.2,154,False,False,False,False,False,False,0,False,False,True
3925,M18784,302.5,311.4,1636,35.0,157,False,False,False,False,False,False,0,False,False,True
3926,L51105,302.6,311.6,1638,29.6,160,False,False,False,False,False,False,0,False,True,False
3927,L51106,302.6,311.5,1609,36.0,162,False,False,False,False,False,False,0,False,True,False
3928,H33341,302.7,311.5,1556,35.0,164,False,False,False,False,False,False,0,True,False,False
3930,M18789,302.7,311.6,1501,38.8,171,False,False,False,False,False,False,0,False,False,True
3931,M18790,302.6,311.6,2041,19.2,174,False,False,False,False,False,False,0,False,False,True
3932,M18791,302.7,311.7,1784,25.1,177,False,False,False,False,False,False,0,False,False,True
3933,L51112,302.6,311.6,1953,22.4,180,False,False,False,False,False,False,0,False,True,False
3934,L51113,302.6,311.6,1576,34.7,182,False,False,False,False,False,False,0,False,True,False
3935,M18794,302.6,311.6,1518,39.0,184,False,False,False,False,False,False,0,False,False,True
3937,L51116,302.5,311.5,1985,18.8,190,False,False,False,False,False,False,0,False,True,False
3938,L51117,302.5,311.5,1802,26.4,192,False,False,False,False,False,False,0,False,True,False
3939,L51118,302.5,311.5,1603,32.4,194,False,False,False,False,False,False,0,False,True,False
3940,L51119,302.5,311.6,1400,54.0,196,False,False,False,False,False,False,0,False,True,False
3941,L51120,302.3,311.5,1395,54.2,198,False,False,False,False,False,False,0,False,True,False
3942,L51121,302.2,311.4,1987,19.9,200,False,False,False,False,False,False,0,False,True,False
3943,M18802,302.2,311.4,1398,47.2,202,False,False,False,False,False,False,0,False,False,True
3945,L51124,302.2,311.2,1381,49.4,207,False,False,False,False,False,False,0,False,True,False
3946,L51125,302.2,311.3,1570,36.1,0,False,False,False,False,False,False,0,False,True,False
3947,M18806,302.2,311.3,1658,31.0,2,False,False,False,False,False,False,0,False,False,True
3948,H33361,302.2,311.3,1749,29.2,5,False,False,False,False,False,False,0,True,False,False
3949,M18808,302.2,311.3,1510,37.1,10,False,False,False,False,False,False,0,False,False,True
3950,L51129,302.3,311.5,1384,50.8,13,False,False,False,False,False,False,0,False,True,False
3951,L51130,302.3,311.4,1570,37.2,15,False,False,False,False,False,False,0,False,True,False
3952,M18811,302.3,311.4,1571,32.7,17,False,False,False,False,False,False,0,False,False,True
3953,L51132,302.3,311.4,1476,37.3,20,False,False,False,False,False,False,0,False,True,False
3954,M18813,302.3,311.4,1484,39.5,22,False,False,False,False,False,False,0,False,False,True
3955,M18814,302.3,311.4,1909,23.2,25,False,False,False,False,False,False,0,False,False,True
3956,L51135,302.3,311.5,1448,49.6,28,False,False,False,False,False,False,0,False,True,False
3957,M18816,302.3,311.4,1500,40.2,30,False,False,False,False,False,False,0,False,False,True
3958,L51137,302.2,311.4,1510,44.9,33,False,False,False,False,False,False,0,False,True,False
3959,L51138,302.2,311.3,1378,55.5,35,False,False,False,False,False,False,0,False,True,False
3960,M18819,302.2,311.4,1538,37.4,37,False,False,False,False,False,False,0,False,False,True
3961,L51140,302.2,311.4,1390,48.1,40,False,False,False,False,False,False,0,False,True,False
3962,M18821,302.2,311.4,1642,32.1,42,False,False,False,False,False,False,0,False,False,True
3963,L51142,302.4,311.5,1785,24.8,45,False,False,False,False,False,False,0,False,True,False
3964,H33377,302.3,311.5,1526,38.2,47,False,False,False,False,False,False,0,True,False,False
3965,M18824,302.3,311.6,1668,33.2,52,False,False,False,False,False,False,0,False,False,True
3966,L51145,302.3,311.5,1507,37.5,55,False,False,False,False,False,False,0,False,True,False
3967,L51146,302.3,311.5,1530,37.8,57,False,False,False,False,False,False,0,False,True,False
3968,M18827,302.3,311.4,1479,45.6,59,False,False,False,False,False,False,0,False,False,True
3969,M18828,302.3,311.4,1418,41.3,62,False,False,False,False,False,False,0,False,False,True
3970,L51149,302.3,311.4,1504,38.7,65,False,False,False,False,False,False,0,False,True,False
3971,M18830,302.3,311.4,1345,47.6,67,False,False,False,False,False,False,0,False,False,True
3972,H33385,302.2,311.4,1625,35.4,70,False,False,False,False,False,False,0,True,False,False
3973,L51152,302.3,311.4,1511,34.7,75,False,False,False,False,False,False,0,False,True,False
3974,L51153,302.3,311.4,1535,41.8,77,False,False,False,False,False,False,0,False,True,False
3975,L51154,302.4,311.5,1505,37.9,79,False,False,False,False,False,False,0,False,True,False
3976,H33389,302.4,311.5,1540,43.7,81,False,False,False,False,False,False,0,True,False,False
3977,H33390,302.3,311.4,1372,46.0,86,False,False,False,False,False,False,0,True,False,False
3978,M18837,302.2,311.3,1510,36.6,91,False,False,False,False,False,False,0,False,False,True
3979,L51158,302.2,311.3,1382,46.4,94,False,False,False,False,False,False,0,False,True,False
3980,L51159,302.3,311.3,1439,41.8,96,False,False,False,False,False,False,0,False,True,False
3981,M18840,302.2,311.3,1375,47.0,98,False,False,False,False,False,False,0,False,False,True
3982,M18841,302.2,311.3,1931,21.9,101,False,False,False,False,False,False,0,False,False,True
3983,L51162,302.2,311.3,1475,48.6,104,False,False,False,False,False,False,0,False,True,False
3984,L51163,302.2,311.3,1389,46.9,106,False,False,False,False,False,False,0,False,True,False
3985,L51164,302.3,311.3,1652,32.8,108,False,False,False,False,False,False,0,False,True,False
3986,L51165,302.3,311.2,1386,50.3,110,False,False,False,False,False,False,0,False,True,False
3987,M18846,302.2,311.3,1577,29.8,112,False,False,False,False,False,False,0,False,False,True
3988,M18847,302.3,311.3,1444,43.1,115,False,False,False,False,False,False,0,False,False,True
3989,L51168,302.2,311.3,1554,40.2,118,False,False,False,False,False,False,0,False,True,False
3990,L51169,302.2,311.3,1602,32.8,120,False,False,False,False,False,False,0,False,True,False
3991,H33404,302.2,311.2,1692,28.2,122,False,False,False,False,False,False,0,True,False,False
3992,L51171,302.3,311.3,1682,34.4,127,False,False,False,False,False,False,0,False,True,False
3993,L51172,302.3,311.3,1614,34.1,129,False,False,False,False,False,False,0,False,True,False
3994,L51173,302.3,311.3,1324,47.8,131,False,False,False,False,False,False,0,False,True,False
3995,L51174,302.3,311.4,1434,40.3,133,False,False,False,False,False,False,0,False,True,False
3996,L51175,302.3,311.3,1621,31.6,135,False,False,False,False,False,False,0,False,True,False
3997,M18856,302.3,311.3,1625,33.1,137,False,False,False,False,False,False,0,False,False,True
3998,L51177,302.2,311.1,1394,53.7,140,False,False,False,False,False,False,0,False,True,False
3999,L51178,302.1,311.0,1586,35.1,142,False,False,False,False,False,False,0,False,True,False
4000,L51179,302.0,311.0,1420,45.9,144,False,False,False,False,False,False,0,False,True,False
4001,L51180,302.1,311.2,1422,50.3,146,False,False,False,False,False,False,0,False,True,False
4002,H33415,302.1,311.2,1598,37.9,148,False,False,False,False,False,False,0,True,False,False
4004,L51183,302.1,311.2,1519,39.3,155,False,False,False,False,False,False,0,False,True,False
4005,L51184,302.0,311.1,1373,55.7,157,False,False,False,False,False,False,0,False,True,False
4006,M18865,302.0,311.1,1406,48.8,159,False,False,False,False,False,False,0,False,False,True
4007,L51186,302.1,311.2,1492,45.0,162,False,False,False,False,False,False,0,False,True,False
4008,L51187,302.1,311.2,1369,50.8,164,False,False,False,False,False,False,0,False,True,False
4009,M18868,302.2,311.2,1471,41.9,166,False,False,False,False,False,False,0,False,False,True
4010,L51189,302.2,311.2,1630,36.0,169,False,False,False,False,False,False,0,False,True,False
4011,M18870,302.1,311.1,1605,37.6,171,False,False,False,False,False,False,0,False,False,True
4012,L51191,302.2,311.1,1447,52.1,174,False,False,False,False,False,False,0,False,True,False
4013,M18872,302.2,311.2,1360,52.8,176,False,False,False,False,False,False,0,False,False,True
4014,M18873,302.2,311.1,1728,34.0,179,False,False,False,False,False,False,0,False,False,True
4015,L51194,302.1,311.0,1740,30.8,182,False,False,False,False,False,False,0,False,True,False
4016,L51195,302.1,310.9,1477,41.4,184,False,False,False,False,False,False,0,False,True,False
4017,L51196,302.1,310.9,1658,30.3,186,False,False,False,False,False,False,0,False,True,False
4018,L51197,302.0,310.8,1902,23.4,188,False,False,False,False,False,False,0,False,True,False
4019,M18878,302.0,310.8,1783,23.1,190,False,False,False,False,False,False,0,False,False,True
4020,M18879,302.0,310.9,1558,45.3,193,False,False,False,False,False,False,0,False,False,True
4021,L51200,302.1,311.0,1351,49.5,196,False,False,False,False,False,False,0,False,True,False
4022,H33435,302.1,310.9,1452,42.5,198,False,False,False,False,False,False,0,True,False,False
4023,L51202,302.1,310.9,1666,30.7,203,False,False,False,False,False,False,0,False,True,False
4024,L51203,302.1,311.0,1364,50.0,205,False,False,False,False,False,False,0,False,True,False
4026,H33439,302.1,311.0,1729,26.1,210,False,False,False,False,False,False,0,True,False,False
4027,M18886,302.1,311.0,1574,34.1,215,False,False,False,False,False,False,0,False,False,True
4028,L51207,302.0,311.0,1566,37.8,218,False,False,False,False,False,False,0,False,True,False
4029,L51208,302.0,310.9,1455,43.2,220,False,False,False,False,False,False,0,False,True,False
4030,H33443,302.0,310.9,1679,29.0,222,False,False,False,False,False,False,0,True,False,False
4031,L51210,302.0,310.8,2143,17.3,227,False,False,False,False,False,False,0,False,True,False
4032,L51211,302.0,310.8,1447,42.7,229,False,False,False,False,False,False,0,False,True,False
4034,L51213,302.1,310.8,1772,27.1,233,False,False,False,False,False,False,0,False,True,False
4036,L51215,302.0,310.8,1454,36.6,0,False,False,False,False,False,False,0,False,True,False
4037,L51216,302.0,310.8,1445,49.1,2,False,False,False,False,False,False,0,False,True,False
4038,M18897,302.0,310.8,1609,35.2,4,False,False,False,False,False,False,0,False,False,True
4039,L51218,302.0,310.9,1546,34.4,7,False,False,False,False,False,False,0,False,True,False
4040,L51219,301.9,310.8,1567,39.3,9,False,False,False,False,False,False,0,False,True,False
4041,L51220,302.0,310.8,1767,27.4,11,False,False,False,False,False,False,0,False,True,False
4042,L51221,302.0,310.9,1539,34.2,13,False,False,False,False,False,False,0,False,True,False
4043,L51222,302.0,310.9,1564,39.0,15,False,False,False,False,False,False,0,False,True,False
4044,M18903,302.0,310.8,1445,46.3,17,False,False,False,False,False,False,0,False,False,True
4046,M18905,301.8,310.9,1881,20.9,23,False,False,False,False,False,False,0,False,False,True
4047,M18906,301.9,310.9,1421,46.2,26,False,False,False,False,False,False,0,False,False,True
4048,L51227,301.9,311.0,1455,46.0,29,False,False,False,False,False,False,0,False,True,False
4050,L51229,301.8,310.8,1505,41.2,33,False,False,False,False,False,False,0,False,True,False
4051,L51230,301.8,310.8,1456,46.6,35,False,False,False,False,False,False,0,False,True,False
4052,L51231,301.8,310.8,1383,46.4,37,False,False,False,False,False,False,0,False,True,False
4053,M18912,301.9,310.8,1563,39.2,39,False,False,False,False,False,False,0,False,False,True
4054,M18913,301.9,310.9,2305,16.1,42,False,False,False,False,False,False,0,False,False,True
4055,M18914,301.9,310.9,1456,43.6,45,False,False,False,False,False,False,0,False,False,True
4056,L51235,302.0,311.0,1865,22.7,48,False,False,False,False,False,False,0,False,True,False
4057,L51236,301.9,310.9,1597,36.9,50,False,False,False,False,False,False,0,False,True,False
4058,L51237,302.0,310.9,1495,38.6,52,False,False,False,False,False,False,0,False,True,False
4059,M18918,302.0,310.9,1456,47.2,54,False,False,False,False,False,False,0,False,False,True
4060,L51239,301.9,310.8,1465,44.3,57,False,False,False,False,False,False,0,False,True,False
4061,M18920,302.0,310.9,1352,55.5,59,False,False,False,False,False,False,0,False,False,True
4062,L51241,301.9,310.8,1906,21.7,62,False,False,False,False,False,False,0,False,True,False
4063,L51242,302.0,310.9,1446,44.0,64,False,False,False,False,False,False,0,False,True,False
4064,L51243,302.0,310.8,1948,19.7,66,False,False,False,False,False,False,0,False,True,False
4065,L51244,301.9,310.7,1480,47.1,68,False,False,False,False,False,False,0,False,True,False
4066,M18925,301.9,310.7,1511,37.6,70,False,False,False,False,False,False,0,False,False,True
4067,M18926,301.9,310.7,1472,47.0,73,False,False,False,False,False,False,0,False,False,True
4068,L51247,301.9,310.7,1429,51.0,76,False,False,False,False,False,False,0,False,True,False
4069,L51248,301.9,310.7,1405,48.8,78,False,False,False,False,False,False,0,False,True,False
4070,M18929,301.9,310.7,1405,47.9,80,False,False,False,False,False,False,0,False,False,True
4071,L51250,302.0,310.7,1348,58.1,83,False,False,False,False,False,False,0,False,True,False
4073,L51252,301.9,310.6,1610,33.4,87,False,False,False,False,False,False,0,False,True,False
4074,M18933,301.9,310.6,1412,46.5,89,False,False,False,False,False,False,0,False,False,True
4075,L51254,302.0,310.7,1453,42.7,92,False,False,False,False,False,False,0,False,True,False
4076,L51255,302.0,310.6,1583,38.9,94,False,False,False,False,False,False,0,False,True,False
4077,M18936,302.0,310.6,1539,37.4,96,False,False,False,False,False,False,0,False,False,True
4078,L51257,302.0,310.5,1635,39.8,99,False,False,False,False,False,False,0,False,True,False
4080,L51259,302.0,310.5,1978,22.0,106,False,False,False,False,False,False,0,False,True,False
4083,L51262,302.0,310.4,1568,39.2,112,False,False,False,False,False,False,0,False,True,False
4084,M18943,302.0,310.4,1567,36.4,114,False,False,False,False,False,False,0,False,False,True
4085,L51264,302.0,310.4,1611,35.6,117,False,False,False,False,False,False,0,False,True,False
4086,H33499,302.0,310.5,1841,23.6,119,False,False,False,False,False,False,0,True,False,False
4087,L51266,302.0,310.5,1567,36.1,124,False,False,False,False,False,False,0,False,True,False
4089,L51268,301.9,310.5,1477,42.4,128,False,False,False,False,False,False,0,False,True,False
4090,M18949,301.9,310.5,1590,40.3,130,False,False,False,False,False,False,0,False,False,True
4091,L51270,302.0,310.5,2197,15.8,133,False,False,False,False,False,False,0,False,True,False
4092,M18951,302.0,310.4,1595,32.9,135,False,False,False,False,False,False,0,False,False,True
4093,H33506,302.0,310.5,1812,24.4,138,False,False,False,False,False,False,0,True,False,False
4094,M18953,302.0,310.5,1573,32.1,143,False,False,False,False,False,False,0,False,False,True
4095,L51274,302.0,310.5,1651,30.9,146,False,False,False,False,False,False,0,False,True,False
4096,H33509,302.0,310.5,1459,43.2,148,False,False,False,False,False,False,0,True,False,False
4098,L51277,301.9,310.4,1518,34.1,155,False,False,False,False,False,False,0,False,True,False
4099,L51278,302.0,310.3,1648,29.6,157,False,False,False,False,False,False,0,False,True,False
4100,L51279,302.0,310.4,1464,47.2,159,False,False,False,False,False,False,0,False,True,False
4101,L51280,302.0,310.4,1895,23.2,161,False,False,False,False,False,False,0,False,True,False
4102,L51281,301.9,310.4,1884,23.4,163,False,False,False,False,False,False,0,False,True,False
4103,L51282,302.0,310.4,1450,46.6,165,False,False,False,False,False,False,0,False,True,False
4104,L51283,302.0,310.4,1448,43.4,167,False,False,False,False,False,False,0,False,True,False
4105,L51284,302.1,310.5,1389,49.6,169,False,False,False,False,False,False,0,False,True,False
4106,L51285,302.0,310.6,1583,35.2,171,False,False,False,False,False,False,0,False,True,False
4107,L51286,301.9,310.5,1425,51.1,173,False,False,False,False,False,False,0,False,True,False
4108,L51287,302.0,310.5,1809,27.1,175,False,False,False,False,False,False,0,False,True,False
4109,L51288,301.9,310.5,1892,21.8,177,False,False,False,False,False,False,0,False,True,False
4110,M18969,301.9,310.6,1475,47.8,179,False,False,False,False,False,False,0,False,False,True
4111,L51290,302.0,310.6,1361,46.7,182,False,False,False,False,False,False,0,False,True,False
4112,M18971,302.0,310.6,1563,41.0,184,False,False,False,False,False,False,0,False,False,True
4113,H33526,301.9,310.5,1472,39.7,187,False,False,False,False,False,False,0,True,False,False
4114,L51293,302.0,310.6,1325,55.3,192,False,False,False,False,False,False,0,False,True,False
4115,L51294,302.0,310.6,1358,53.1,194,False,False,False,False,False,False,0,False,True,False
4116,H33529,302.0,310.6,1346,54.7,196,False,False,False,False,False,False,0,True,False,False
4117,M18976,302.0,310.5,1381,58.4,201,False,False,False,False,False,False,0,False,False,True
4119,L51298,302.0,310.6,1366,47.7,206,False,False,False,False,False,False,0,False,True,False
4123,L51302,302.2,310.6,1462,43.6,0,False,False,False,False,False,False,0,False,True,False
