UDI,Product ID,Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,diff,Type_H,Type_L,Type_M
4849,H34262,1397,52.9,80,False,False,False,False,False,False,0,True,False,False
4850,M19709,1475,42.9,85,False,False,False,False,False,False,0,False,False,True
4851,L52030,1441,56.8,88,False,False,False,False,False,False,0,False,True,False
4853,L52032,1619,34.9,92,False,False,False,False,False,False,0,False,True,False
4854,L52033,1487,34.0,94,False,False,False,False,False,False,0,False,True,False
4855,L52034,1568,33.8,96,False,False,False,False,False,False,0,False,True,False
4856,L52035,1375,46.2,98,False,False,False,False,False,False,0,False,True,False
4857,M19716,1698,31.3,100,False,False,False,False,False,False,0,False,False,True
4858,L52037,1606,37.4,103,False,False,False,False,False,False,0,False,True,False
4859,L52038,1349,51.0,105,False,False,False,False,False,False,0,False,True,False
4860,L52039,1535,38.6,107,False,False,False,False,False,False,0,False,True,False
4861,M19720,1504,49.5,109,False,False,False,False,False,False,0,False,False,True
4862,L52041,1946,21.1,112,False,False,False,False,False,False,0,False,True,False
4863,L52042,1326,55.7,114,False,False,False,False,False,False,0,False,True,False
4864,M19723,1915,22.3,116,False,False,False,False,False,False,0,False,False,True
4865,L52044,1451,43.4,119,False,False,False,False,False,False,0,False,True,False
4866,M19725,1624,34.8,121,False,False,False,False,False,False,0,False,False,True
4867,L52046,1781,28.7,124,False,False,False,False,False,False,0,False,True,False
4868,L52047,1345,54.1,126,False,False,False,False,False,False,0,False,True,False
4869,L52048,1418,46.0,128,False,False,False,False,False,False,0,False,True,False
4870,L52049,1718,26.5,130,False,False,False,False,False,False,0,False,True,False
4871,M19730,1631,28.5,132,False,False,False,False,False,False,0,False,False,True
4872,L52051,1513,40.1,135,False,False,False,False,False,False,0,False,True,False
4873,L52052,1316,59.3,137,False,False,False,False,False,False,0,False,True,False
4874,M19733,1474,38.8,139,False,False,False,False,False,False,0,False,False,True
4875,L52054,1619,30.9,142,False,False,False,False,False,False,0,False,True,False
4876,L52055,1702,31.2,144,False,False,False,False,False,False,0,False,True,False
4877,M19736,1540,37.4,146,False,False,False,False,False,False,0,False,False,True
4878,M19737,1546,33.7,149,False,False,False,False,False,False,0,False,False,True
4879,L52058,1348,51.0,152,False,False,False,False,False,False,0,False,True,False
4880,H34293,1520,35.6,154,False,False,False,False,False,False,0,True,False,False
4881,M19740,1527,41.9,159,False,False,False,False,False,False,0,False,False,True
4882,M19741,1406,47.1,162,False,False,False,False,False,False,0,False,False,True
4883,L52062,1462,46.2,165,False,False,False,False,False,False,0,False,True,False
4884,M19743,1684,29.3,167,False,False,False,False,False,False,0,False,False,True
4885,H34298,1655,28.0,170,False,False,False,False,False,False,0,True,False,False
4886,H34299,1748,25.1,175,False,False,False,False,False,False,0,True,False,False
4887,L52066,1372,45.7,180,False,False,False,False,False,False,0,False,True,False
4888,L52067,1481,33.3,182,False,False,False,False,False,False,0,False,True,False
4889,L52068,1512,39.2,184,False,False,False,False,False,False,0,False,True,False
4890,L52069,1632,36.6,186,False,False,False,False,False,False,0,False,True,False
4891,L52070,1525,43.9,188,False,False,False,False,False,False,0,False,True,False
4892,M19751,1756,26.4,190,False,False,False,False,False,False,0,False,False,True
4893,L52072,1922,23.1,193,False,False,False,False,False,False,0,False,True,False
4894,M19753,1448,44.3,195,False,False,False,False,False,False,0,False,False,True
4895,H34308,1447,46.6,198,False,False,False,False,False,False,0,True,False,False
4896,M19755,1597,33.4,203,False,False,False,False,False,False,0,False,False,True
4897,M19756,1642,32.3,206,False,False,False,False,False,False,0,False,False,True
4898,H34311,1525,38.0,209,False,False,False,False,False,False,0,True,False,False
4899,H34312,1460,53.7,214,False,False,False,False,False,False,0,True,False,False
4900,L52079,2168,17.7,219,False,False,False,False,False,False,0,False,True,False
4901,L52080,1388,41.9,221,False,False,False,False,False,False,0,False,True,False
4902,M19761,1630,32.4,223,False,False,False,False,False,False,0,False,False,True
4903,L52082,1616,29.3,226,False,False,False,False,False,False,0,False,True,False
4904,L52083,2232,16.8,0,False,False,False,False,False,False,0,False,True,False
4905,H34318,1480,50.7,2,False,False,False,False,False,False,0,True,False,False
4906,L52085,1363,53.1,7,False,False,False,False,False,False,0,False,True,False
4907,H34320,1436,45.6,9,False,False,False,False,False,False,0,True,False,False
4908,M19767,1607,33.7,14,False,False,False,False,False,False,0,False,False,True
4909,M19768,1459,48.2,17,False,False,False,False,False,False,0,False,False,True
4910,L52089,1481,43.7,20,False,False,False,False,False,False,0,False,True,False
4911,M19770,1606,31.7,22,False,False,False,False,False,False,0,False,False,True
4912,L52091,1681,29.8,25,False,False,False,False,False,False,0,False,True,False
4913,L52092,1511,37.1,27,False,False,False,False,False,False,0,False,True,False
4914,M19773,1593,35.2,29,False,False,False,False,False,False,0,False,False,True
4915,M19774,1532,41.7,32,False,False,False,False,False,False,0,False,False,True
4916,H34329,1386,49.0,35,False,False,False,False,False,False,0,True,False,False
4917,H34330,1769,27.9,40,False,False,False,False,False,False,0,True,False,False
4918,M19777,1561,38.2,45,False,False,False,False,False,False,0,False,False,True
4919,L52098,1457,40.7,48,False,False,False,False,False,False,0,False,True,False
4920,L52099,1506,40.0,50,False,False,False,False,False,False,0,False,True,False
4922,L52101,1287,54.8,54,False,False,False,False,False,False,0,False,True,False
4923,M19782,1615,35.7,56,False,False,False,False,False,False,0,False,False,True
4924,M19783,1972,23.5,59,False,False,False,False,False,False,0,False,False,True
4925,H34338,1522,42.1,62,False,False,False,False,False,False,0,True,False,False
4926,L52105,1680,30.6,67,False,False,False,False,False,False,0,False,True,False
4927,L52106,1502,36.0,69,False,False,False,False,False,False,0,False,True,False
4928,M19787,1543,33.3,71,False,False,False,False,False,False,0,False,False,True
4929,L52108,1584,35.2,74,False,False,False,False,False,False,0,False,True,False
4930,L52109,1340,44.5,76,False,False,False,False,False,False,0,False,True,False
4931,L52110,1663,33.9,78,False,False,False,False,False,False,0,False,True,False
4932,M19791,1693,30.0,80,False,False,False,False,False,False,0,False,False,True
4933,L52112,1418,44.7,83,False,False,False,False,False,False,0,False,True,False
4934,H34347,1554,36.8,85,False,False,False,False,False,False,0,True,False,False
4935,L52114,1580,35.8,90,False,False,False,False,False,False,0,False,True,False
4936,L52115,1479,42.8,92,False,False,False,False,False,False,0,False,True,False
4938,L52117,1540,38.7,96,False,False,False,False,False,False,0,False,True,False
4939,M19798,1606,30.1,98,False,False,False,False,False,False,0,False,False,True
4940,L52119,1286,62.4,101,False,False,False,False,False,False,0,False,True,False
4941,L52120,1502,39.5,103,False,False,False,False,False,False,0,False,True,False
4942,M19801,1699,31.5,105,False,False,False,False,False,False,0,False,False,True
4943,L52122,1602,34.2,108,False,False,False,False,False,False,0,False,True,False
4944,H34357,1436,42.0,110,False,False,False,False,False,False,0,True,False,False
4945,M19804,1765,27.5,115,False,False,False,False,False,False,0,False,False,True
4946,L52125,1418,44.1,118,False,False,False,False,False,False,0,False,True,False
4947,M19806,1669,31.7,120,False,False,False,False,False,False,0,False,False,True
4948,L52127,1395,53.9,123,False,False,False,False,False,False,0,False,True,False
4949,M19808,1500,41.7,125,False,False,False,False,False,False,0,False,False,True
4950,M19809,1555,33.4,128,False,False,False,False,False,False,0,False,False,True
4951,M19810,1919,20.2,131,False,False,False,False,False,False,0,False,False,True
4952,L52131,1596,36.6,134,False,False,False,False,False,False,0,False,True,False
4953,M19812,1374,53.6,136,False,False,False,False,False,False,0,False,False,True
4954,L52133,1670,26.1,139,False,False,False,False,False,False,0,False,True,False
4955,L52134,1702,29.1,141,False,False,False,False,False,False,0,False,True,False
4956,M19815,1366,45.1,143,False,False,False,False,False,False,0,False,False,True
4957,M19816,2344,15.2,146,False,False,False,False,False,False,0,False,False,True
4958,M19817,1768,23.9,149,False,False,False,False,False,False,0,False,False,True
4959,L52138,1523,47.0,152,False,False,False,False,False,False,0,False,True,False
4960,L52139,1735,25.9,154,False,False,False,False,False,False,0,False,True,False
4961,L52140,1339,62.3,156,False,False,False,False,False,False,0,False,True,False
4962,L52141,1800,24.3,158,False,False,False,False,False,False,0,False,True,False
4963,M19822,1456,51.2,160,False,False,False,False,False,False,0,False,False,True
4964,L52143,1789,24.4,163,False,False,False,False,False,False,0,False,True,False
4965,L52144,1602,33.9,165,False,False,False,False,False,False,0,False,True,False
4966,M19825,1364,49.3,167,False,False,False,False,False,False,0,False,False,True
4967,L52146,1793,28.1,170,False,False,False,False,False,False,0,False,True,False
4968,L52147,1426,53.4,172,False,False,False,False,False,False,0,False,True,False
4969,M19828,1485,43.3,174,False,False,False,False,False,False,0,False,False,True
4970,L52149,1528,38.4,177,False,False,False,False,False,False,0,False,True,False
4971,L52150,1565,36.0,179,False,False,False,False,False,False,0,False,True,False
4972,L52151,1838,27.8,181,False,False,False,False,False,False,0,False,True,False
4973,H34386,1811,24.9,183,False,False,False,False,False,False,0,True,False,False
4974,L52153,1461,38.2,188,False,False,False,False,False,False,0,False,True,False
4975,L52154,1414,41.7,190,False,False,False,False,False,False,0,False,True,False
4976,L52155,1426,45.5,192,False,False,False,False,False,False,0,False,True,False
4978,L52157,1540,44.8,196,False,False,False,False,False,False,0,False,True,False
4979,L52158,1429,47.7,198,False,False,False,False,False,False,0,False,True,False
4980,M19839,1612,36.3,200,False,False,False,False,False,False,0,False,False,True
4981,M19840,1685,31.8,203,False,False,False,False,False,False,0,False,False,True
4982,M19841,1558,37.7,206,False,False,False,False,False,False,0,False,False,True
4983,L52162,1811,24.3,209,False,False,False,False,False,False,0,False,True,False
4984,L52163,1869,25.8,211,False,False,False,False,False,False,0,False,True,False
4986,M19845,1789,23.5,215,False,False,False,False,False,False,0,False,False,True
4987,L52166,1502,40.5,0,False,False,False,False,False,False,0,False,True,False
4988,M19847,1303,54.4,2,False,False,False,False,False,False,0,False,False,True
4990,L52169,1499,37.4,7,False,False,False,False,False,False,0,False,True,False
4991,L52170,1393,46.5,9,False,False,False,False,False,False,0,False,True,False
4992,M19851,1475,41.0,11,False,False,False,False,False,False,0,False,False,True
4993,L52172,1573,34.6,14,False,False,False,False,False,False,0,False,True,False
4994,L52173,1819,23.7,16,False,False,False,False,False,False,0,False,True,False
4995,M19854,1642,29.4,18,False,False,False,False,False,False,0,False,False,True
4996,L52175,1540,39.8,21,False,False,False,False,False,False,0,False,True,False
4997,M19856,1400,43.2,23,False,False,False,False,False,False,0,False,False,True
4999,M19858,1825,25.2,29,False,False,False,False,False,False,0,False,False,True
5000,M19859,1532,41.3,32,False,False,False,False,False,False,0,False,False,True
5001,L52180,1832,23.6,35,False,False,False,False,False,False,0,False,True,False
5002,M19861,2174,17.6,37,False,False,False,False,False,False,0,False,False,True
5003,L52182,1627,31.7,40,False,False,False,False,False,False,0,False,True,False
5004,L52183,1437,51.3,42,False,False,False,False,False,False,0,False,True,False
5005,L52184,1364,46.3,44,False,False,False,False,False,False,0,False,True,False
5006,M19865,1444,52.7,46,False,False,False,False,False,False,0,False,False,True
5007,M19866,1366,47.3,49,False,False,False,False,False,False,0,False,False,True
5008,L52187,1442,48.3,52,False,False,False,False,False,False,0,False,True,False
5009,H34422,1488,42.8,54,False,False,False,False,False,False,0,True,False,False
5010,L52189,1523,40.7,59,False,False,False,False,False,False,0,False,True,False
5011,L52190,1543,38.3,61,False,False,False,False,False,False,0,False,True,False
5012,M19871,1634,33.8,63,False,False,False,False,False,False,0,False,False,True
5013,M19872,1815,27.8,66,False,False,False,False,False,False,0,False,False,True
5014,M19873,1594,35.2,69,False,False,False,False,False,False,0,False,False,True
5015,L52194,1452,38.6,72,False,False,False,False,False,False,0,False,True,False
5016,L52195,1759,28.4,74,False,False,False,False,False,False,0,False,True,False
5017,L52196,1408,47.5,76,False,False,False,False,False,False,0,False,True,False
5018,L52197,1483,45.0,78,False,False,False,False,False,False,0,False,True,False
5019,M19878,1620,36.6,80,False,False,False,False,False,False,0,False,False,True
5020,M19879,1466,39.5,83,False,False,False,False,False,False,0,False,False,True
5021,L52200,1556,36.3,86,False,False,False,False,False,False,0,False,True,False
5022,L52201,1350,61.1,88,False,False,False,False,False,False,0,False,True,False
5023,L52202,1404,47.1,90,False,False,False,False,False,False,0,False,True,False
5024,M19883,1575,34.5,92,False,False,False,False,False,False,0,False,False,True
5025,L52204,1639,29.0,95,False,False,False,False,False,False,0,False,True,False
5026,M19885,1473,42.8,97,False,False,False,False,False,False,0,False,False,True
5027,L52206,1481,40.0,100,False,False,False,False,False,False,0,False,True,False
5028,L52207,1294,54.6,102,False,False,False,False,False,False,0,False,True,False
5029,M19888,1630,29.3,104,False,False,False,False,False,False,0,False,False,True
5030,M19889,1624,39.8,107,False,False,False,False,False,False,0,False,False,True
5031,M19890,1437,48.3,110,False,False,False,False,False,False,0,False,False,True
5032,M19891,1514,45.0,113,False,False,False,False,False,False,0,False,False,True
5033,M19892,1694,31.4,116,False,False,False,False,False,False,0,False,False,True
5034,L52213,1564,50.9,119,False,False,False,False,False,False,0,False,True,False
5035,M19894,1514,41.1,121,False,False,False,False,False,False,0,False,False,True
5036,M19895,1500,40.6,124,False,False,False,False,False,False,0,False,False,True
5037,L52216,1615,37.8,127,False,False,False,False,False,False,0,False,True,False
5038,M19897,1586,41.1,129,False,False,False,False,False,False,0,False,False,True
5039,L52218,1732,28.5,132,False,False,False,False,False,False,0,False,True,False
5040,H34453,1689,32.5,134,False,False,False,False,False,False,0,True,False,False
5041,H34454,1586,34.6,139,False,False,False,False,False,False,0,True,False,False
5042,L52221,1314,47.1,144,False,False,False,False,False,False,0,False,True,False
5043,L52222,1569,35.8,146,False,False,False,False,False,False,0,False,True,False
5044,L52223,1468,39.4,148,False,False,False,False,False,False,0,False,True,False
5045,L52224,1412,47.5,150,False,False,False,False,False,False,0,False,True,False
5046,M19905,1510,46.9,152,False,False,False,False,False,False,0,False,False,True
5047,M19906,1410,42.4,155,False,False,False,False,False,False,0,False,False,True
5048,M19907,1680,29.3,158,False,False,False,False,False,False,0,False,False,True
5050,H34463,1472,45.5,166,False,False,False,False,False,False,0,True,False,False
5051,H34464,1701,30.4,171,False,False,False,False,False,False,0,True,False,False
5052,L52231,1480,39.9,176,False,False,False,False,False,False,0,False,True,False
5053,L52232,1433,48.4,178,False,False,False,False,False,False,0,False,True,False
5054,L52233,1514,34.3,180,False,False,False,False,False,False,0,False,True,False
5055,L52234,1619,35.7,182,False,False,False,False,False,False,0,False,True,False
5056,H34469,1378,45.6,184,False,False,False,False,False,False,0,True,False,False
5057,M19916,1430,53.5,189,False,False,False,False,False,False,0,False,False,True
5058,L52237,1367,49.9,192,False,False,False,False,False,False,0,False,True,False
5059,L52238,1526,42.5,194,False,False,False,False,False,False,0,False,True,False
5060,L52239,1419,47.9,196,False,False,False,False,False,False,0,False,True,False
5061,L52240,1542,42.7,198,False,False,False,False,False,False,0,False,True,False
5063,L52242,1313,53.9,202,False,False,False,False,False,False,0,False,True,False
5064,H34477,1495,46.6,0,False,False,False,False,False,False,0,True,False,False
5065,L52244,1407,42.1,5,False,False,False,False,False,False,0,False,True,False
5066,L52245,1566,37.2,7,False,False,False,False,False,False,0,False,True,False
5067,L52246,1550,30.9,9,False,False,False,False,False,False,0,False,True,False
5068,M19927,1396,50.5,11,False,False,False,False,False,False,0,False,False,True
5069,M19928,1540,39.0,14,False,False,False,False,False,False,0,False,False,True
5070,M19929,1380,48.7,17,False,False,False,False,False,False,0,False,False,True
5071,M19930,1608,31.1,20,False,False,False,False,False,False,0,False,False,True
5072,H34485,1442,40.9,23,False,False,False,False,False,False,0,True,False,False
5073,L52252,1408,45.3,28,False,False,False,False,False,False,0,False,True,False
5074,M19933,1454,46.8,30,False,False,False,False,False,False,0,False,False,True
5075,L52254,1666,34.6,33,False,False,False,False,False,False,0,False,True,False
5076,L52255,1366,46.6,35,False,False,False,False,False,False,0,False,True,False
5077,L52256,1464,44.9,37,False,False,False,False,False,False,0,False,True,False
5078,L52257,1775,24.9,39,False,False,False,False,False,False,0,False,True,False
5079,M19938,1482,43.8,41,False,False,False,False,False,False,0,False,False,True
5080,M19939,1411,54.8,44,False,False,False,False,False,False,0,False,False,True
5081,L52260,1410,51.6,47,False,False,False,False,False,False,0,False,True,False
5082,M19941,1494,39.0,49,False,False,False,False,False,False,0,False,False,True
5083,H34496,1590,43.4,52,False,False,False,False,False,False,0,True,False,False
5084,L52263,1327,54.1,57,False,False,False,False,False,False,0,False,True,False
5085,L52264,1969,20.8,59,False,False,False,False,False,False,0,False,True,False
5086,M19945,1377,56.0,61,False,False,False,False,False,False,0,False,False,True
5087,L52266,1541,45.9,64,False,False,False,False,False,False,0,False,True,False
5088,M19947,1685,28.2,66,False,False,False,False,False,False,0,False,False,True
5089,L52268,1465,41.0,69,False,False,False,False,False,False,0,False,True,False
5090,M19949,1483,47.2,71,False,False,False,False,False,False,0,False,False,True
5091,M19950,1570,40.7,74,False,False,False,False,False,False,0,False,False,True
5092,L52271,1345,48.2,77,False,False,False,False,False,False,0,False,True,False
5093,M19952,1608,40.6,79,False,False,False,False,False,False,0,False,False,True
5094,M19953,1415,52.8,82,False,False,False,False,False,False,0,False,False,True
5095,M19954,1470,45.8,85,False,False,False,False,False,False,0,False,False,True
5096,M19955,1428,39.9,88,False,False,False,False,False,False,0,False,False,True
5097,H34510,1627,32.2,91,False,False,False,False,False,False,0,True,False,False
5098,L52277,1457,49.4,96,False,False,False,False,False,False,0,False,True,False
5099,L52278,1475,40.2,98,False,False,False,False,False,False,0,False,True,False
5100,L52279,1438,50.1,100,False,False,False,False,False,False,0,False,True,False
5101,M19960,1437,47.2,102,False,False,False,False,False,False,0,False,False,True
5102,M19961,1518,42.4,105,False,False,False,False,False,False,0,False,False,True
5103,M19962,1587,33.6,108,False,False,False,False,False,False,0,False,False,True
5104,L52283,1399,43.7,111,False,False,False,False,False,False,0,False,True,False
5105,L52284,1469,44.6,113,False,False,False,False,False,False,0,False,True,False
5106,L52285,1374,56.6,115,False,False,False,False,False,False,0,False,True,False
5107,L52286,1519,36.7,117,False,False,False,False,False,False,0,False,True,False
5108,L52287,1540,44.4,119,False,False,False,False,False,False,0,False,True,False
5109,L52288,1394,51.6,121,False,False,False,False,False,False,0,False,True,False
5110,M19969,1389,45.8,123,False,False,False,False,False,False,0,False,False,True
5111,M19970,1732,26.2,126,False,False,False,False,False,False,0,False,False,True
5112,L52291,1556,37.4,129,False,False,False,False,False,False,0,False,True,False
5113,M19972,1441,43.7,131,False,False,False,False,False,False,0,False,False,True
5114,L52293,1382,46.7,134,False,False,False,False,False,False,0,False,True,False
5115,M19974,1481,44.9,136,False,False,False,False,False,False,0,False,False,True
5116,M19975,2113,18.4,139,False,False,False,False,False,False,0,False,False,True
5117,L52296,1401,53.9,142,False,False,False,False,False,False,0,False,True,False
5118,L52297,1611,31.4,144,False,False,False,False,False,False,0,False,True,False
5119,M19978,1512,33.4,146,False,False,False,False,False,False,0,False,False,True
5120,L52299,1411,46.0,149,False,False,False,False,False,False,0,False,True,False
5121,M19980,1424,43.7,151,False,False,False,False,False,False,0,False,False,True
5122,L52301,1469,40.0,154,False,False,False,False,False,False,0,False,True,False
5123,H34536,1684,29.8,156,False,False,False,False,False,False,0,True,False,False
5124,M19983,1532,41.3,161,False,False,False,False,False,False,0,False,False,True
5125,M19984,1557,37.3,164,False,False,False,False,False,False,0,False,False,True
5126,M19985,1416,48.1,167,False,False,False,False,False,False,0,False,False,True
5127,L52306,1802,25.4,170,False,False,False,False,False,False,0,False,True,False
5128,M19987,2245,15.1,172,False,False,False,False,False,False,0,False,False,True
5129,L52308,1434,42.5,175,False,False,False,False,False,False,0,False,True,False
5130,M19989,1725,28.3,177,False,False,False,False,False,False,0,False,False,True
5131,L52310,1668,35.7,180,False,False,False,False,False,False,0,False,True,False
5132,L52311,1452,43.9,182,False,False,False,False,False,False,0,False,True,False
5133,L52312,1415,50.0,184,False,False,False,False,False,False,0,False,True,False
5134,L52313,1824,25.8,186,False,False,False,False,False,False,0,False,True,False
5135,L52314,1438,45.5,188,False,False,False,False,False,False,0,False,True,False
5136,L52315,1883,24.5,190,False,False,False,False,False,False,0,False,True,False
5137,L52316,1735,28.9,192,False,False,False,False,False,False,0,False,True,False
5138,L52317,1464,36.7,194,False,False,False,False,False,False,0,False,True,False
5139,M19998,1489,40.3,196,False,False,False,False,False,False,0,False,False,True
5140,M19999,1510,38.9,199,False,False,False,False,False,False,0,False,False,True
5141,M20000,1585,32.1,202,False,False,False,False,False,False,0,False,False,True
5143,L52322,1568,39.1,0,False,False,False,False,False,False,0,False,True,False
5144,M20003,1525,42.0,2,False,False,False,False,False,False,0,False,False,True
5145,L52324,1607,33.5,5,False,False,False,False,False,False,0,False,True,False
5146,L52325,1670,32.9,7,False,False,False,False,False,False,0,False,True,False
5147,L52326,1585,38.9,9,False,False,False,False,False,False,0,False,True,False
5148,L52327,1569,38.4,11,False,False,False,False,False,False,0,False,True,False
5149,L52328,1507,43.1,13,False,False,False,False,False,False,0,False,True,False
5150,L52329,1452,41.5,15,False,False,False,False,False,False,0,False,True,False
5151,L52330,1590,29.8,17,False,False,False,False,False,False,0,False,True,False
5152,L52331,1409,56.0,19,False,False,False,False,False,False,0,False,True,False
5153,L52332,2643,12.7,21,False,False,False,False,False,False,0,False,True,False
5154,L52333,1644,31.7,23,False,False,False,False,False,False,0,False,True,False
5155,L52334,1568,37.6,25,False,False,False,False,False,False,0,False,True,False
5156,H34569,1625,37.3,27,False,False,False,False,False,False,0,True,False,False
5157,L52336,1482,41.4,32,False,False,False,False,False,False,0,False,True,False
5158,H34571,1397,49.6,34,False,False,False,False,False,False,0,True,False,False
5159,L52338,1459,50.3,39,False,False,False,False,False,False,0,False,True,False
5160,L52339,1490,44.0,41,False,False,False,False,False,False,0,False,True,False
5161,L52340,1434,50.1,43,False,False,False,False,False,False,0,False,True,False
5162,M20021,2028,18.9,45,False,False,False,False,False,False,0,False,False,True
5163,L52342,1464,45.9,48,False,False,False,False,False,False,0,False,True,False
5164,M20023,1713,23.5,50,False,False,False,False,False,False,0,False,False,True
5165,M20024,1624,32.1,53,False,False,False,False,False,False,0,False,False,True
5166,L52345,1421,43.4,56,False,False,False,False,False,False,0,False,True,False
5167,H34580,1546,41.4,58,False,False,False,False,False,False,0,True,False,False
5168,L52347,1639,32.7,63,False,False,False,False,False,False,0,False,True,False
5169,H34582,1696,29.6,65,False,False,False,False,False,False,0,True,False,False
5170,L52349,1470,39.9,70,False,False,False,False,False,False,0,False,True,False
5171,M20030,1480,38.4,72,False,False,False,False,False,False,0,False,False,True
5172,M20031,1329,54.5,75,False,False,False,False,False,False,0,False,False,True
5173,L52352,1740,28.2,78,False,False,False,False,False,False,0,False,True,False
5174,M20033,1739,28.1,80,False,False,False,False,False,False,0,False,False,True
5175,M20034,1390,47.8,83,False,False,False,False,False,False,0,False,False,True
5176,L52355,1740,23.7,86,False,False,False,False,False,False,0,False,True,False
5177,M20036,1844,27.1,88,False,False,False,False,False,False,0,False,False,True
5178,H34591,1388,53.2,91,False,False,False,False,False,False,0,True,False,False
5179,H34592,1517,43.1,96,False,False,False,False,False,False,0,True,False,False
5180,M20039,1450,42.8,101,False,False,False,False,False,False,0,False,False,True
5181,L52360,1584,38.7,104,False,False,False,False,False,False,0,False,True,False
5182,L52361,1720,28.7,106,False,False,False,False,False,False,0,False,True,False
5183,L52362,1586,31.9,108,False,False,False,False,False,False,0,False,True,False
5184,M20043,1901,22.5,110,False,False,False,False,False,False,0,False,False,True
5185,L52364,1397,42.4,113,False,False,False,False,False,False,0,False,True,False
5186,L52365,2012,21.1,115,False,False,False,False,False,False,0,False,True,False
5187,L52366,2354,15.0,117,False,False,False,False,False,False,0,False,True,False
5188,L52367,1648,35.7,119,False,False,False,False,False,False,0,False,True,False
5189,L52368,1632,30.6,121,False,False,False,False,False,False,0,False,True,False
5190,M20049,1427,46.9,123,False,False,False,False,False,False,0,False,False,True
5191,L52370,1452,48.0,126,False,False,False,False,False,False,0,False,True,False
5192,L52371,1416,46.0,128,False,False,False,False,False,False,0,False,True,False
5193,L52372,1310,62.9,130,False,False,False,False,False,False,0,False,True,False
5194,H34607,1408,39.8,132,False,False,False,False,False,False,0,True,False,False
5195,M20054,1668,34.4,137,False,False,False,False,False,False,0,False,False,True
5196,L52375,1551,36.8,140,False,False,False,False,False,False,0,False,True,False
5197,H34610,1517,36.0,142,False,False,False,False,False,False,0,True,False,False
5198,H34611,1570,35.8,147,False,False,False,False,False,False,0,True,False,False
5199,L52378,1428,53.3,152,False,False,False,False,False,False,0,False,True,False
5200,L52379,1503,40.0,154,False,False,False,False,False,False,0,False,True,False
5201,L52380,1416,58.7,156,False,False,False,False,False,False,0,False,True,False
5202,M20061,1396,47.3,158,False,False,False,False,False,False,0,False,False,True
5203,L52382,1335,51.1,161,False,False,False,False,False,False,0,False,True,False
5204,M20063,1671,30.5,163,False,False,False,False,False,False,0,False,False,True
5205,L52384,1989,22.4,166,False,False,False,False,False,False,0,False,True,False
5206,L52385,1468,43.3,168,False,False,False,False,False,False,0,False,True,False
5207,H34620,1711,27.6,170,False,False,False,False,False,False,0,True,False,False
5208,M20067,1488,41.3,175,False,False,False,False,False,False,0,False,False,True
5209,L52388,1664,29.3,178,False,False,False,False,False,False,0,False,True,False
5210,M20069,1507,38.5,180,False,False,False,False,False,False,0,False,False,True
5211,L52390,1466,42.5,183,False,False,False,False,False,False,0,False,True,False
5212,L52391,1433,53.6,185,False,False,False,False,False,False,0,False,True,False
5213,L52392,1397,45.7,187,False,False,False,False,False,False,0,False,True,False
5214,M20073,1429,43.3,189,False,False,False,False,False,False,0,False,False,True
5215,L52394,1572,37.2,192,False,False,False,False,False,False,0,False,True,False
5216,M20075,1532,42.7,194,False,False,False,False,False,False,0,False,False,True
5217,M20076,1316,51.8,197,False,False,False,False,False,False,0,False,False,True
5218,M20077,1420,47.9,200,False,False,False,False,False,False,0,False,False,True
5219,L52398,1589,37.2,203,False,False,False,False,False,False,0,False,True,False
5221,L52400,1633,32.9,207,False,False,False,False,False,False,0,False,True,False
5222,L52401,1626,31.4,209,False,False,False,False,False,False,0,False,True,False
5223,L52402,1665,29.6,0,False,False,False,False,False,False,0,False,True,False
5224,M20083,1350,47.2,2,False,False,False,False,False,False,0,False,False,True
5225,L52404,1590,31.9,5,False,False,False,False,False,False,0,False,True,False
5226,M20085,1437,53.9,7,False,False,False,False,False,False,0,False,False,True
5227,L52406,1403,48.3,10,False,False,False,False,False,False,0,False,True,False
5228,L52407,1440,41.1,12,False,False,False,False,False,False,0,False,True,False
5229,M20088,1343,61.4,14,False,False,False,False,False,False,0,False,False,True
5230,H34643,1790,26.7,17,False,False,False,False,False,False,0,True,False,False
5231,M20090,2117,18.6,22,False,False,False,False,False,False,0,False,False,True
5232,L52411,1458,42.2,25,False,False,False,False,False,False,0,False,True,False
5233,L52412,1381,57.8,27,False,False,False,False,False,False,0,False,True,False
5234,L52413,1450,45.3,29,False,False,False,False,False,False,0,False,True,False
5235,L52414,1461,50.1,31,False,False,False,False,False,False,0,False,True,False
5236,M20095,1511,41.0,33,False,False,False,False,False,False,0,False,False,True
5237,L52416,1394,45.4,36,False,False,False,False,False,False,0,False,True,False
5238,L52417,1499,42.3,38,False,False,False,False,False,False,0,False,True,False
5239,L52418,1457,44.1,40,False,False,False,False,False,False,0,False,True,False
5240,L52419,1753,29.0,42,False,False,False,False,False,False,0,False,True,False
5241,L52420,1694,28.0,44,False,False,False,False,False,False,0,False,True,False
5242,L52421,1683,28.4,46,False,False,False,False,False,False,0,False,True,False
5243,L52422,1496,47.4,48,False,False,False,False,False,False,0,False,True,False
5244,L52423,1721,34.8,50,False,False,False,False,False,False,0,False,True,False
5245,L52424,1593,31.6,52,False,False,False,False,False,False,0,False,True,False
