Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,Type_H,Type_L,Type_M,Temperature Difference,power,Total_MF,norm_power,norm_temp_diff,norm_tool_wear,tool_wear_adjusted,norm_tool_wear_adjusted
1292,66.44142813926014,183,False,False,True,True,False,False,True,False,10.805857186073974,85796.45360059994,2,0.8406541652129556,0.7124127080164369,0.7233201581027668,181,0.7294117647058823
1344,58.84036796198741,203,False,False,False,True,False,False,True,False,9.842303991552738,79117.85082950385,1,0.7656251497468235,0.4982897759006095,0.8023715415019763,201,0.807843137254902
1336,61.84564671326427,205,True,False,False,True,False,False,True,True,11.375897683185418,82626.30003813708,2,0.8050399044431085,0.8390883740412006,0.8102766798418972,200,0.803921568627451
1430,47.19541546072891,114,False,True,False,False,True,False,True,True,9.901858597001798,67096.0882176637,2,0.6305698030150865,0.5115241326670672,0.4505928853754941,109,0.4470588235294118
1356,60.05299831466896,190,False,False,False,True,True,False,True,True,8.979393398856386,81441.0144414387,2,0.7917241235208856,0.3065318664125338,0.7509881422924901,185,0.7450980392156863
1301,63.68007816426024,80,True,True,False,True,False,False,True,True,8.925182215763547,82903.75766311269,3,0.8081569295378761,0.2944849368363475,0.31620553359683795,75,0.3137254901960784
1425,44.86651537116313,208,True,False,False,False,False,True,True,False,9.335407210697694,63937.56462259541,1,0.5950861960711107,0.38564604682171233,0.8221343873517787,201,0.807843137254902
1459,38.731516584607256,160,True,True,False,False,False,False,True,False,9.180817536926757,56443.87680091993,2,0.5109003208601823,0.3512927859837267,0.6324110671936759,158,0.6392156862745098
1361,60.02540834292131,202,False,False,False,True,False,False,True,False,9.309732300056144,81744.3752277045,1,0.7951321509039574,0.3799405111235902,0.7984189723320159,200,0.803921568627451
1388,46.88994235090564,150,True,True,False,False,False,True,True,False,9.251772356672976,65110.02522989042,2,0.6082578980053658,0.36706052370510867,0.5928853754940712,143,0.5803921568627451
1381,46.50315769004563,187,True,True,False,False,False,False,True,False,10.024843087780946,64254.74892240703,2,0.5986495201003783,0.5388540195068774,0.7391304347826086,185,0.7450980392156863
1360,60.66389684576664,182,False,True,False,True,False,False,True,False,10.392861595940584,82511.82444227688,2,0.8037538583124026,0.6206359102090181,0.7193675889328063,180,0.7254901960784313
2540,12.752429938843054,34,False,False,True,False,False,False,True,True,9.392838772933851,32367.604194428543,1,0.24042173549242526,0.39840861620752493,0.13438735177865613,29,0.13333333333333333
1369,59.34391496914657,186,False,True,False,True,False,False,True,True,9.148853852873824,81245.92942428066,2,0.78953249193697,0.3441897450830751,0.7351778656126482,181,0.7294117647058823
1290,62.481094335266086,134,False,True,False,True,False,True,True,False,8.924377341064329,80622.09332738975,2,0.7825241685246946,0.29430607579207674,0.5296442687747036,127,0.5176470588235295
1602,32.27136103513972,5,True,False,False,False,True,True,True,False,8.912728428826766,51721.04286034882,2,0.4578428786202201,0.2917174286281739,0.019762845849802372,-2,0.011764705882352941
1351,63.87115688552004,97,False,False,True,False,False,False,True,True,9.029224895673927,86116.00940779664,1,0.8442441313214681,0.31760553237198724,0.383399209486166,92,0.3803921568627451
1328,58.89362793315726,117,False,True,False,True,False,False,True,True,9.2665248197016,78265.12390656104,2,0.7560454122354454,0.3703388488225804,0.4624505928853755,112,0.4588235294117647
1333,57.37274104414304,170,False,True,False,True,False,False,True,False,9.790903582342786,76373.46797396777,2,0.7347940985868201,0.4868674627428425,0.6719367588932806,168,0.6784313725490196
1297,61.39186532683871,215,False,True,False,True,False,False,True,False,9.488514796774233,79665.6952158569,2,0.7717797641692608,0.4196699548387205,0.849802371541502,213,0.8549019607843137
1304,63.52151588360438,95,True,True,False,True,False,False,True,True,9.23173595836487,82876.04097645404,3,0.8078455536733044,0.36260799074775185,0.37549407114624506,90,0.37254901960784315
1367,51.61694201192415,18,False,True,False,False,False,False,True,True,7.942355029810397,70590.03676687047,1,0.6698216538469456,0.07607889551342811,0.07114624505928854,13,0.07058823529411765
1341,60.75166546027265,163,False,True,False,True,False,False,True,True,8.793725774053478,81482.48985604684,2,0.7921900682148216,0.26527239423411025,0.6442687747035574,158,0.6392156862745098
2734,8.893765841595826,127,False,False,True,False,False,False,True,True,11.04995775574448,24313.94066113952,1,0.14994495965941748,0.7666572790543263,0.5019762845849802,122,0.4980392156862745
1377,57.36208503818795,202,False,False,False,True,False,False,True,False,9.686255114563853,79036.41199962467,1,0.7647102465199102,0.4636122476808577,0.7984189723320159,200,0.803921568627451
1368,56.23434372976004,206,False,False,False,True,False,False,True,False,9.980812216640478,76946.14552633169,1,0.7412276947155456,0.5290693814756625,0.8142292490118577,204,0.8196078431372549
1314,52.68606669240796,98,False,True,False,True,False,False,True,False,8.641837652060545,69248.45326638351,2,0.6547499850178345,0.2315194782356812,0.38735177865612647,96,0.396078431372549
1367,60.285624382238055,204,False,False,False,True,True,False,True,False,11.013125954722977,82443.36254605134,2,0.8029847410513825,0.7584724343828814,0.8063241106719368,202,0.8117647058823529
1308,53.93031931221836,45,False,True,False,False,False,False,True,True,8.0126692159603,70578.80449521348,1,0.6696954678297865,0.09170427021340621,0.17786561264822134,40,0.17647058823529413
1358,48.67355831979224,189,False,True,False,True,False,True,True,False,9.967791598961218,66113.52461337666,2,0.6195314492771516,0.5261759108802715,0.7470355731225297,182,0.7333333333333333
1397,46.448856402403074,128,False,True,False,False,True,False,False,True,11.131716836167186,64915.19054732268,2,0.6060690787399081,0.7848259635927054,0.5059288537549407,125,0.5098039215686274
1255,63.398142135253146,185,False,False,False,True,False,False,True,True,10.261589978185,79548.75955870158,1,0.7704660811235765,0.5914644395966666,0.7312252964426877,180,0.7254901960784313
1317,61.42222161782297,160,False,True,False,True,False,True,True,False,9.228571817113794,80886.26040440747,2,0.7854918844357207,0.3619048482475127,0.6324110671936759,153,0.6196078431372549
1401,53.37146889036473,209,False,False,False,True,False,False,True,False,9.808416817276196,74743.30642019934,1,0.7164804751206484,0.4907592927280448,0.8260869565217391,207,0.8313725490196079
1300,67.11169827349701,140,False,False,True,False,False,True,False,True,9.230373504622506,87175.71698273497,1,0.8561491388140124,0.3623052232494486,0.5533596837944664,132,0.5372549019607843
1330,58.61394004130416,191,False,False,False,True,False,False,True,False,10.979077367958546,78003.33143110115,1,0.7531043731643384,0.7509060817685634,0.7549407114624506,189,0.7607843137254902
1394,46.029481169708994,203,True,True,False,False,False,True,True,False,9.28490562692531,64168.52477758611,2,0.5976808575047647,0.3744234726500716,0.8023715415019763,196,0.788235294117647
1395,46.66860186789606,209,True,False,False,False,True,True,True,False,9.558135823861376,65109.44969259995,2,0.6082514322822575,0.4351412941914187,0.8260869565217391,202,0.8117647058823529
1383,46.919350810632594,90,False,True,False,False,True,False,False,True,9.511124985598826,64930.50775416837,2,0.6062411558926768,0.42469444124418565,0.3557312252964427,87,0.3607843137254902
1377,43.36408215452731,198,True,True,False,False,False,False,True,True,8.83149622173029,59681.65039798672,2,0.5472742412169234,0.2736658270511797,0.782608695652174,193,0.7764705882352941
1344,61.13033973494039,207,False,False,False,True,False,False,True,True,10.95655342168656,82186.56409628899,1,0.8000998060553555,0.7459007603747891,0.8181818181818182,202,0.8117647058823529
1333,45.44787182673107,67,False,True,False,False,False,False,True,False,7.800000000000011,60608.666432100494,1,0.5576885603110142,0.04444444444445397,0.2648221343873518,65,0.27450980392156865
1399,50.15496999183414,208,False,True,False,True,False,False,True,False,10.001601058648522,70115.57384999855,2,0.6644914243441289,0.5336891241441165,0.8221343873517787,206,0.8274509803921568
2666,12.238028087377646,49,False,False,True,False,False,False,True,False,9.198591490984048,32619.56475415353,1,0.24325232047859577,0.35524255355201373,0.19367588932806323,47,0.20392156862745098
1325,75.14621390091662,170,False,False,True,True,False,True,True,False,10.563345946647402,99629.66761106676,2,0.9960597887408976,0.6585213214771996,0.6719367588932806,163,0.6588235294117647
1358,65.5335880094878,207,True,False,True,True,False,True,True,False,9.433260568717763,89042.8212397857,3,0.8771246330873675,0.40739123749283856,0.8181818181818182,200,0.803921568627451
1353,44.09237313958768,182,False,True,False,False,False,False,False,True,8.322880581236975,59680.47158793209,1,0.5472609981837842,0.16064012916377762,0.7193675889328063,179,0.7215686274509804
1348,44.42159076054953,208,True,True,False,False,False,False,True,False,8.86779312083568,59817.12860157275,2,0.5487962356490779,0.281731804630155,0.8221343873517787,206,0.8274509803921568
1239,64.73971606893838,142,False,True,False,True,False,False,True,False,10.308619225405709,80243.85281475999,2,0.7782749244470507,0.6019153834234905,0.5612648221343873,140,0.5686274509803921
1342,48.2720896163363,59,False,True,False,False,False,False,True,True,8.137671693069034,64816.05165718835,1,0.6049553288170386,0.11948259845979141,0.233201581027668,54,0.23137254901960785
1312,63.09408648949794,136,True,True,False,True,False,False,True,True,10.058099453637327,82801.32631836424,3,0.8070061913950705,0.5462443230305176,0.5375494071146245,131,0.5333333333333333
1468,50.48209110893544,228,False,False,False,True,False,False,True,False,10.316601178427897,73978.9851240893,1,0.7078939074937909,0.6036891507617546,0.9011857707509882,226,0.9058823529411765
1370,63.63173288475373,49,False,False,True,False,False,False,False,True,9.300000000000011,87221.88212752962,1,0.8566677690547245,0.377777777777783,0.19367588932806323,46,0.2
1786,26.48022762108399,215,True,False,False,False,False,False,True,False,11.351493606023984,47269.74621256109,1,0.40783595105198633,0.8336652457831044,0.849802371541502,213,0.8549019607843137
1412,42.45017151506869,201,True,True,False,False,False,False,True,True,8.699152052805974,59694.17623822227,2,0.5474149594918336,0.24425601173466538,0.7944664031620553,196,0.788235294117647
1361,47.58829807377116,104,False,True,False,False,False,False,True,True,8.199999999999989,64789.81372282752,1,0.6046605656082613,0.13333333333333666,0.41106719367588934,99,0.40784313725490196
1389,50.531153771562415,203,False,True,False,True,False,False,True,False,9.724413010427693,70139.88720165678,2,0.6647645663320748,0.47209178009504427,0.8023715415019763,201,0.807843137254902
1313,53.74923993478862,55,False,True,False,False,False,False,True,True,8.054513057654647,70605.36555494263,1,0.6699938611059729,0.101002901701039,0.21739130434782608,50,0.21568627450980393
1368,56.24305027414815,205,False,False,False,True,False,False,True,False,10.102703838073984,76948.26121661799,1,0.7412514628845255,0.5561564084608855,0.8102766798418972,203,0.8156862745098039
1308,63.39717312510573,80,False,True,False,True,False,False,True,False,8.902261499915417,82922.38862112917,2,0.808366234161175,0.289391444425652,0.31620553359683795,78,0.3254901960784314
1324,54.17989842310695,227,False,True,False,True,False,False,True,False,8.207538091334882,71758.48161813167,2,0.6829482418207069,0.1350084647410908,0.8972332015810277,225,0.9019607843137255
1346,58.84908486124148,202,False,False,False,True,False,False,True,False,10.150915138758505,79241.53893397236,1,0.7670146913951618,0.5668700308352235,0.7984189723320159,200,0.803921568627451
1364,60.20753329174259,171,False,True,False,True,False,False,True,False,9.506844222627166,82132.11373491377,2,0.7994880977166835,0.42374316058381667,0.6758893280632411,169,0.6823529411764706
1320,67.40228807211001,19,False,False,True,False,False,False,True,False,9.99313578366996,89014.79519887993,1,0.8768097818634448,0.5318079519266583,0.07509881422924901,17,0.08627450980392157
1368,48.98775050520637,224,False,False,False,True,True,False,True,False,11.399999999999975,67025.22828679136,2,0.6297737456612401,0.8444444444444356,0.8853754940711462,222,0.8901960784313725
1313,52.80143992660472,9,False,True,False,False,False,False,True,False,8.597120146790527,69377.28345768912,1,0.6561972940953867,0.22158225484234395,0.03557312252964427,7,0.047058823529411764
1372,47.22401433406896,114,False,True,False,False,True,False,True,True,9.171296303655192,64824.33178047586,2,0.6050483496957304,0.34917695636782337,0.4505928853754941,109,0.4470588235294118
1425,37.8218073959911,214,True,False,False,False,False,False,True,True,10.28074668721603,53926.38366317292,1,0.48261820287206586,0.5957214860480066,0.8458498023715415,209,0.8392156862745098
1367,48.31942233525224,118,False,True,False,False,False,True,False,True,8.579855583813032,66072.01614834268,1,0.6190651332868538,0.21774568529178961,0.466403162055336,110,0.45098039215686275
1325,72.09233401737077,37,False,False,True,False,False,False,True,True,11.750159212104576,95491.64062449236,1,0.9495722072188111,0.9222576026899013,0.14624505928853754,32,0.1450980392156863
1416,60.875440556662696,106,False,False,True,False,False,False,True,True,10.475440556662711,86207.2871895619,1,0.8452695676791177,0.6389867903694907,0.4189723320158103,101,0.41568627450980394
1391,46.63349007722379,136,False,True,False,False,True,False,True,True,11.021607984848568,64879.42064484947,2,0.6056672311292823,0.7603573299663462,0.5375494071146245,131,0.5333333333333333
1347,51.44223346849056,138,False,True,False,True,False,False,True,False,10.081199852555743,69312.66943995604,2,0.655471404818545,0.5513777450123878,0.5454545454545454,136,0.5529411764705883
1386,53.13514353096954,177,False,False,False,True,True,False,True,False,10.993698824481378,73654.9742967162,2,0.704253892626702,0.7541552943291928,0.6996047430830039,175,0.7058823529411765
1347,51.66765744296762,175,False,True,False,True,False,False,True,False,8.230142732096837,69594.41860647738,2,0.6586366421139846,0.14003171824374736,0.691699604743083,173,0.6980392156862745
1268,61.683237912410966,195,False,False,False,True,False,False,True,False,11.100000000000025,77937.25469680481,1,0.7523620513809667,0.7777777777777807,0.7707509881422925,193,0.7764705882352941
1298,62.24133239960538,72,False,True,False,True,False,False,True,False,8.81037088910812,80818.59105955194,2,0.7847316708857067,0.2689713086906973,0.2845849802371542,70,0.29411764705882354
1373,52.9912407095311,39,False,True,False,False,True,False,True,False,8.556805569324501,72742.07824298968,2,0.6939982007579705,0.21262345984989395,0.1541501976284585,37,0.16470588235294117
1346,45.08514766708228,63,True,True,False,False,False,False,True,False,7.876588123000205,60595.762448298,2,0.5575435938811373,0.06146402733338558,0.2490118577075099,61,0.25882352941176473
1508,49.14292147713871,226,False,False,False,True,False,False,True,False,9.71705120292826,74093.54272935976,1,0.7091808749377597,0.47045582287294824,0.8932806324110671,224,0.8980392156862745
1335,56.81747812848749,171,False,True,False,False,False,False,True,False,8.3174781284875,75895.35287202208,1,0.7294228395663368,0.15943958410833867,0.6758893280632411,169,0.6823529411764706
1343,60.56160277379798,161,False,True,False,False,True,False,True,True,8.31293579558381,81350.95283153681,2,0.7907123499278403,0.15843017679640772,0.6363636363636364,156,0.6313725490196078
1302,66.44079065756172,89,False,False,True,False,False,False,True,False,9.373743144142724,86392.75315338648,1,0.8473531365250533,0.3941651431428299,0.35177865612648224,87,0.3607843137254902
1285,67.95882681606535,112,False,False,True,False,False,False,True,True,9.52414877979289,87263.83580124709,1,0.8571390866254942,0.4275886177317554,0.4426877470355731,107,0.4392156862745098
1339,59.07981461612355,202,False,False,False,True,False,False,True,False,9.920185383876431,79143.4787881475,1,0.7659130603429982,0.5155967519725411,0.7984189723320159,200,0.803921568627451
1596,34.962794260457194,180,True,False,False,False,True,True,True,False,9.033998633442163,55780.56382133119,2,0.5034485047378288,0.3186663629871508,0.7114624505928854,173,0.6980392156862745
1231,66.30836612597655,139,False,True,False,False,False,False,True,False,8.226337528965532,81614.46470002113,1,0.7936727050700245,0.13918611754790172,0.549407114624506,137,0.5568627450980392
1346,45.24672853004169,23,False,True,False,False,False,False,True,True,7.863317867489567,60908.74827119267,1,0.561059751219956,0.05851508166435498,0.09090909090909091,18,0.09019607843137255
1486,35.75315241557575,209,True,False,False,False,False,False,True,False,9.63473440692256,53110.20785237179,1,0.4734490892669412,0.45216320153834827,0.8260869565217391,207,0.8313725490196079
1331,66.6371922257673,109,False,False,True,True,False,False,True,True,10.019993354223624,88655.88402734048,2,0.8727776882110204,0.5377763009385838,0.4308300395256917,104,0.42745098039215684
1224,63.79541116681116,199,False,False,False,True,False,False,True,False,11.100000000000025,77882.47900374071,1,0.7517466881885545,0.7777777777777807,0.7865612648221344,197,0.792156862745098
1688,27.680314945605453,98,True,False,False,False,True,False,True,True,9.167491615066984,46734.6553467116,2,0.401824612718861,0.3483314700148884,0.38735177865612647,93,0.3843137254901961
1336,58.2,42,False,True,False,False,False,False,True,True,8.3375321345773,77755.2,1,0.7503168055218529,0.1638960299060721,0.16600790513833993,37,0.16470588235294117
1320,52.50140267883386,62,False,True,False,False,False,False,True,False,8.488026004562661,69316.79315987628,1,0.6555177316710736,0.1973391121250408,0.2450592885375494,60,0.2549019607843137
1361,60.78312274756694,190,False,False,False,True,False,False,True,False,10.9584386262165,82770.41177975944,1,0.8066588900994841,0.7463196947147757,0.7509881422924901,188,0.7568627450980392
1362,54.42300357444694,88,False,True,False,True,False,False,True,True,7.983194280884943,74153.10107274969,2,0.7098499675639418,0.08515428464110492,0.34782608695652173,83,0.34509803921568627
1371,48.43503129881192,158,False,True,False,False,False,False,False,True,8.094012519524776,66410.31134431061,1,0.6228656221556101,0.10978055989440089,0.6245059288537549,155,0.6274509803921569
1636,29.12231800921961,205,True,False,False,False,False,False,True,False,9.991122108208652,47208.39977619604,1,0.4071467705631055,0.5313604684908121,0.8102766798418972,203,0.8156862745098039
2036,19.435322571682203,214,True,False,False,False,False,False,False,True,9.750913999408212,39566.384678539725,1,0.3212945513779886,0.47798088875738176,0.8458498023715415,211,0.8470588235294118
2712,9.598021797738824,46,False,False,True,False,False,False,True,True,9.76553896633133,26028.598903112128,1,0.16920783906180775,0.4812308814069637,0.18181818181818182,41,0.1803921568627451
1365,48.80086154736095,166,False,True,False,False,False,False,True,False,8.032235165788673,66616.91891143475,1,0.6251867008124012,0.09605225906415599,0.6561264822134387,164,0.6627450980392157
1359,44.01860407991377,69,False,True,False,False,False,False,True,True,8.599999999999966,59838.60469400647,1,0.5490375031905964,0.22222222222221932,0.2727272727272727,64,0.27058823529411763
2295,14.45530308380848,151,False,False,True,False,False,False,True,False,10.382433755594391,33141.547822136905,1,0.24911640268607166,0.6183186123543087,0.5968379446640316,149,0.6039215686274509
1631,31.78770298334235,60,True,False,False,False,True,True,False,True,8.819110997369819,51809.14942409886,2,0.4588326887587837,0.27091355497107494,0.23715415019762845,52,0.2235294117647059
1338,53.27541860500483,208,False,False,False,True,False,False,True,False,9.59180620166826,71279.408620106,1,0.6775662215673336,0.44262360037072646,0.8221343873517787,206,0.8274509803921568
1362,55.7987006009444,70,False,True,False,True,False,True,True,False,8.50071466948058,75999.54295638145,2,0.7305933358091512,0.2001588154401338,0.2766798418972332,63,0.26666666666666666
1368,50.66342937739967,215,False,True,False,True,False,False,True,False,10.450278729202838,69325.94926456372,2,0.6556205935336142,0.6333952731561855,0.849802371541502,213,0.8549019607843137
1398,64.88113174237841,65,False,False,True,True,False,False,True,True,9.702243888224949,90661.31262164978,2,0.895307151060622,0.46716530849443455,0.25691699604743085,60,0.2549019607843137
1383,52.65372327795786,52,False,True,False,False,True,False,True,False,8.70571031854799,72766.3993520295,2,0.6942714298941904,0.24571340412177983,0.20553359683794467,50,0.21568627450980393
1381,62.91767360201609,140,False,False,True,False,False,False,False,True,7.817474642357878,86898.73795318698,1,0.8530374903743584,0.04832769830175757,0.5533596837944664,137,0.5568627450980392
1496,37.75790717409537,206,True,False,False,False,False,False,True,False,9.557907174095396,56488.74002898634,1,0.5114043250580399,0.43509048313231213,0.8142292490118577,204,0.8196078431372549
1347,57.70287552006559,34,False,True,False,False,False,False,True,True,8.051437760032774,77745.05866060934,1,0.7502028752978123,0.1003195022295117,0.13438735177865613,29,0.13333333333333333
1639,28.59022056505345,232,True,False,False,False,False,False,True,False,9.353202237177852,46848.11294191829,1,0.4030992223875711,0.38960049715063627,0.9169960474308301,230,0.9215686274509803
1318,48.94570165876004,176,False,True,False,False,False,False,True,True,8.227149170619967,64540.65606611483,1,0.6018614691026409,0.1393664823599984,0.6956521739130435,171,0.6901960784313725
1333,66.66841345788562,205,True,False,True,True,False,True,True,False,9.109024726318362,88914.66702307735,3,0.8756849180695686,0.33533882807075027,0.8102766798418972,198,0.796078431372549
1313,61.29624626810284,193,False,True,False,True,False,False,True,False,10.71801243828278,80536.0238731526,2,0.7815572437599716,0.6928916529517276,0.7628458498023716,191,0.7686274509803922
1449,47.26600085148711,216,False,True,False,True,False,False,True,False,9.438033667393311,68401.68574343316,2,0.6452371968264755,0.4084519260874047,0.8537549407114624,214,0.8588235294117647
1351,57.30901931216528,167,False,True,False,True,False,False,True,False,9.551442187992246,77424.29920233376,2,0.7465993870861729,0.43365381955383425,0.6600790513833992,165,0.6666666666666666
1394,55.54021699650947,216,False,False,False,True,False,False,True,False,10.659938000997284,77440.4264222184,1,0.7467805641184988,0.6799862224438397,0.8537549407114624,214,0.8588235294117647
1324,65.21312960440727,57,False,False,True,False,False,True,True,False,10.080404638457434,86281.16216029918,1,0.8460994967094824,0.5512010307683191,0.22529644268774704,50,0.21568627450980393
1321,53.12330168434503,58,False,True,False,False,False,True,False,False,8.181595578941515,70183.25924336426,1,0.6652518181869317,0.1292434619870092,0.22924901185770752,53,0.22745098039215686
1356,47.002652485732206,59,False,True,False,False,False,False,True,False,8.151326242866118,63759.12548526705,1,0.593081568268973,0.1225169428591432,0.233201581027668,57,0.24313725490196078
1310,54.99668697556246,37,False,True,False,True,False,True,True,False,7.920992417866884,72051.24847683281,2,0.6862372544963109,0.07133164841486982,0.14624505928853754,30,0.13725490196078433
1338,69.43025822009005,126,False,False,True,True,False,False,True,False,10.476448077256826,92391.62429873351,2,0.9147458848842595,0.6392106838348496,0.4980237154150198,124,0.5058823529411764
1308,53.95904333533082,44,False,True,False,False,False,False,True,True,8.007446666303489,70578.47286331028,1,0.6696917421979369,0.09054370362300389,0.17391304347826086,39,0.17254901960784313
1447,47.69970858560031,94,False,True,False,False,True,False,True,False,10.089050785777598,68836.04716929673,2,0.6501169166205696,0.5531223968394666,0.3715415019762846,92,0.3803921568627451
1794,25.672117394515094,217,True,False,False,False,False,False,True,False,10.142829823265822,45636.728726404,1,0.3894902433606101,0.5650732940590719,0.857707509881423,215,0.8627450980392157
1350,48.30007689190164,169,False,True,False,False,False,False,True,True,8.433307702699476,65235.87230540612,1,0.6096716940490681,0.18517948948877772,0.6679841897233202,164,0.6627450980392157
1330,50.546089509406414,146,False,True,False,False,True,True,True,False,7.752528170321948,67246.11720678794,2,0.6322552644403545,0.033895148960440116,0.5770750988142292,139,0.5647058823529412
1357,44.18208490092631,128,False,True,False,False,False,False,True,True,8.053745297221063,59996.05002820989,1,0.5508062816042706,0.1008322882713536,0.5059288537549407,123,0.5019607843137255
1451,37.362227237058896,172,True,False,False,False,True,False,True,False,10.19037496730398,54212.53644491385,2,0.48583291143054386,0.5756388816231066,0.6798418972332015,170,0.6862745098039216
1598,32.35605495657695,16,True,False,False,False,True,True,False,True,9.075171739302954,51720.75562284608,2,0.45783965172564745,0.32781594206732645,0.06324110671936758,8,0.050980392156862744
1298,65.48867488852449,226,False,True,False,True,False,False,True,False,7.873613224590835,85056.06708985935,2,0.8323364866701196,0.060802938797970024,0.8932806324110671,224,0.8980392156862745
1239,65.96939076841181,154,False,True,False,True,False,False,True,False,8.320378149505522,81645.71863421878,2,0.7940238192166004,0.16008403322345494,0.6086956521739131,152,0.615686274509804
1362,56.59038429180721,197,False,False,False,True,False,False,True,False,9.796539691132589,77095.15408250607,1,0.7429016923538209,0.4881199313627987,0.7786561264822134,195,0.7843137254901961
1384,46.33561828939725,200,True,True,False,False,False,False,True,False,10.829032210893178,64148.16035571453,2,0.5974520787353228,0.7175627135318157,0.7905138339920948,198,0.796078431372549
1369,57.10455920079162,198,False,False,False,True,False,False,True,False,9.994789484809576,78217.16759725877,1,0.7555066596257063,0.5321754410687954,0.782608695652174,196,0.788235294117647
1366,60.28846542105256,211,False,False,False,True,False,False,True,True,11.237178192982448,82407.69641607019,1,0.802584059245668,0.8082618206627632,0.83399209486166,206,0.8274509803921568
1301,67.29436915546727,53,False,False,True,False,False,False,True,True,9.3783546479439,87491.60374107916,1,0.8596978859531483,0.39518992176531337,0.20948616600790515,48,0.20784313725490197
1394,45.71716709153565,209,True,True,False,False,False,False,True,True,8.803991517962501,63745.9555979146,2,0.5929336146152342,0.2675536706583377,0.8260869565217391,204,0.8196078431372549
1284,64.52243093813085,187,True,False,False,True,False,False,True,True,9.7898799779697,82863.70005705892,2,0.8077069128431938,0.48663999510437916,0.7391304347826086,182,0.7333333333333333
1355,57.09573830003567,187,False,True,False,True,False,False,True,False,9.865090735241663,77398.02800001616,2,0.7463042501372392,0.5033534967203707,0.7391304347826086,185,0.7450980392156863
1331,50.3220543056387,58,False,True,False,False,False,False,True,True,8.472243211795172,66989.56538964335,1,0.6293731001739437,0.19383182484337666,0.22924901185770752,53,0.22745098039215686
1358,47.80984172523042,42,False,True,False,False,False,False,True,True,8.072539568692392,64937.86531296335,1,0.6063238124619537,0.10500879304275994,0.16600790513833993,37,0.16470588235294117
1329,53.6,203,False,True,False,True,False,False,True,True,9.601024748541878,71257.1360291921,2,0.6773160059720325,0.44467216634264134,0.8023715415019763,198,0.796078431372549
1355,60.9315424318548,209,True,False,False,True,False,False,True,True,11.33615401877628,82537.75115383358,2,0.8040451251700144,0.830256448616948,0.8260869565217391,204,0.8196078431372549
1331,65.86447594373706,160,False,False,True,True,False,False,True,False,9.646520053371855,87399.91482866516,2,0.8586678308557925,0.4547822340826361,0.6324110671936759,158,0.6392156862745098
1499,34.989806131220526,214,False,False,False,False,True,True,True,False,9.497734695826782,52462.28012478936,1,0.4661701147329101,0.4217188212948426,0.8458498023715415,207,0.8313725490196079
1353,47.29838623101736,136,True,True,False,False,False,False,True,False,9.686333906556102,64013.94347534474,2,0.5959442543088331,0.4636297570124688,0.5375494071146245,134,0.5450980392156862
1318,61.816056757114325,67,False,True,False,False,False,False,True,True,8.426422702845723,81501.30485410984,1,0.7924014403878715,0.18364948952127708,0.2648221343873518,62,0.2627450980392157
2714,9.51603364253331,38,False,False,True,False,False,False,True,True,9.995105800906767,25829.613650428342,1,0.16697239130232172,0.5322457335348378,0.15019762845849802,33,0.14901960784313725
1381,62.55876824237751,103,False,False,True,False,False,False,True,False,9.64613577154646,86338.62934415884,1,0.8467450967510453,0.45469683812143713,0.40711462450592883,101,0.41568627450980394
1584,33.1389080874525,216,True,False,False,False,True,False,True,True,9.135873321458083,52270.39451957927,2,0.46401442610544097,0.34130518254624387,0.8537549407114624,211,0.8470588235294118
1338,49.5268091169952,88,False,True,False,False,False,False,True,False,8.38865954415022,66278.96641454613,1,0.6213900619067887,0.17525767647783208,0.34782608695652173,86,0.3568627450980392
1330,58.376717234294965,33,False,True,False,False,False,False,True,True,8.005471276175067,77646.69561814288,1,0.7490978414325775,0.09010472803891015,0.13043478260869565,28,0.12941176470588237
1300,61.356126022160666,199,False,False,False,True,False,False,True,False,10.47698690612497,79813.17329153031,1,0.7734365680247773,0.639330423583326,0.7865612648221344,197,0.792156862745098
1505,35.0,208,True,False,False,False,True,False,True,False,9.373996263876242,52685.50653821659,2,0.46867789347039773,0.3942213919725006,0.8221343873517787,206,0.8274509803921568
1296,69.01738294180046,90,False,False,True,False,False,False,True,True,10.882617058199536,89493.90218192631,1,0.8821921839126416,0.7294704573776727,0.3557312252964427,85,0.35294117647058826
1350,45.99898156941877,151,False,True,False,False,False,False,True,False,8.44227518252501,62131.247338546855,1,0.5747935971418622,0.18717226278334084,0.5968379446640316,149,0.6039215686274509
1470,58.85552574626688,168,False,False,True,False,False,True,False,True,10.73742376276492,86505.24873101932,1,0.8486169386590289,0.697205280614425,0.6640316205533597,160,0.6470588235294118
1508,35.0,205,True,False,False,False,True,False,True,False,9.303334310119938,52809.16495729013,2,0.47006710162593285,0.3785187355822111,0.8102766798418972,203,0.8156862745098039
1361,47.87587944145287,206,False,True,False,False,False,False,True,True,8.574706852849017,65204.76449237321,1,0.6093222214624868,0.2166015228553419,0.8142292490118577,201,0.807843137254902
1301,66.01020805289623,203,False,False,True,True,False,False,True,False,10.36893512286582,85786.7199520943,2,0.8405448150854959,0.6153189161924039,0.8023715415019763,201,0.807843137254902
1301,65.82876687320442,193,False,True,False,True,False,False,True,False,8.825041225933678,85664.6744151803,2,0.8391737264325935,0.27223138354082127,0.7628458498023716,191,0.7686274509803922
